,Lat,Lon,SMS,SM1,SDS,SD1,,
5108,34.18599,-118.36242,1.96,1.088,1.307,0.725,,
5176,34.17609,-118.36338,1.96,1.01,1.307,0.673,,
7671,34.01626,-118.41333,1.96,1.08,1.306,0.72,,
8133,34.01541,-118.42329,1.96,1.081,1.307,0.721,,
793,33.99505,-118.26795,1.961,1.045,1.307,0.697,,
863,33.99617,-118.27084,1.961,1.045,1.307,0.697,,
4355,34.01394,-118.34285,1.961,1.064,1.308,0.709,,
4497,34.01466,-118.34669,1.961,1.065,1.307,0.71,,
4555,34.01515,-118.34829,1.961,1.066,1.307,0.711,,
4770,34.01564,-118.35242,1.961,1.067,1.307,0.711,,
4791,34.01572,-118.35277,1.961,1.067,1.307,0.711,,
4847,34.01568,-118.35392,1.961,1.067,1.307,0.711,,
4866,34.01576,-118.35442,1.961,1.067,1.307,0.712,,
4898,34.01586,-118.3551,1.961,1.068,1.307,0.712,,
6584,34.19495,-118.39199,1.961,1.067,1.307,0.711,,
11849,34.22634,-118.59012,1.961,0.944,1.307,0.629,,
11869,34.22665,-118.59163,1.961,0.945,1.307,0.63,,
11917,34.16732,-118.59785,1.961,1.045,1.307,0.697,,
1215,34.00091,-118.28214,1.962,1.048,1.308,0.698,,
1770,34.00339,-118.29033,1.962,1.049,1.308,0.7,,
3923,34.01061,-118.32602,1.962,1.059,1.308,0.706,,
4374,34.01416,-118.34323,1.962,1.065,1.308,0.71,,
4378,34.01427,-118.3434,1.962,1.065,1.308,0.71,,
4408,34.0144,-118.34428,1.962,1.065,1.308,0.71,,
4416,34.01446,-118.34451,1.962,1.065,1.308,0.71,,
4424,34.0145,-118.34476,1.962,1.065,1.308,0.71,,
4503,34.01494,-118.34681,1.962,1.066,1.308,0.711,,
4610,34.01561,-118.34938,1.962,1.067,1.308,0.711,,
4637,34.0157,-118.35003,1.962,1.067,1.308,0.711,,
4676,34.01582,-118.35088,1.962,1.067,1.308,0.712,,
4818,34.01586,-118.35325,1.962,1.068,1.308,0.712,,
4848,34.01601,-118.35393,1.962,1.068,1.308,0.712,,
4881,34.01601,-118.35474,1.962,1.068,1.308,0.712,,
5547,34.17421,-118.3733,1.962,0.992,1.308,0.662,,
6492,34.19548,-118.38861,1.962,1.081,1.308,0.721,,
7606,34.01673,-118.412,1.962,1.081,1.308,0.721,,
8139,34.01564,-118.42349,1.962,1.082,1.308,0.721,,
11906,34.15754,-118.5947,1.962,1.044,1.308,0.696,,
11915,34.16592,-118.5969,1.962,1.045,1.308,0.697,,
12003,34.22932,-118.6029,1.962,0.945,1.308,0.63,,
798,33.99562,-118.2681,1.963,1.046,1.309,0.698,,
907,33.9977,-118.27294,1.963,1.047,1.309,0.698,,
1953,34.00466,-118.29404,1.963,1.05,1.308,0.7,,
4394,34.01455,-118.34388,1.963,1.065,1.309,0.71,,
4483,34.01499,-118.34639,1.963,1.066,1.308,0.711,,
4528,34.01527,-118.34765,1.963,1.066,1.308,0.711,,
4551,34.01552,-118.34821,1.963,1.067,1.309,0.711,,
4562,34.01566,-118.34855,1.963,1.067,1.309,0.711,,
4681,34.01605,-118.35094,1.963,1.068,1.309,0.712,,
4696,34.01608,-118.35118,1.963,1.068,1.309,0.712,,
4705,34.01605,-118.35141,1.963,1.068,1.309,0.712,,
4732,34.01604,-118.35163,1.963,1.068,1.309,0.712,,
4742,34.01614,-118.35192,1.963,1.068,1.309,0.712,,
4775,34.01605,-118.35246,1.963,1.068,1.309,0.712,,
4826,34.01611,-118.35327,1.963,1.068,1.309,0.712,,
4849,34.01626,-118.35394,1.963,1.069,1.309,0.712,,
4867,34.0162,-118.35444,1.963,1.069,1.309,0.712,,
4893,34.01623,-118.35507,1.963,1.069,1.309,0.712,,
5612,34.17393,-118.37454,1.963,0.994,1.309,0.663,,
7587,34.01698,-118.41164,1.963,1.082,1.309,0.721,,
7588,34.01698,-118.41164,1.963,1.082,1.309,0.721,,
7802,34.01654,-118.4157,1.963,1.082,1.309,0.721,,
8107,34.01586,-118.42288,1.963,1.083,1.309,0.722,,
11918,34.17449,-118.59829,1.963,1.046,1.308,0.697,,
4335,34.01444,-118.34244,1.964,1.066,1.31,0.71,,
4409,34.01488,-118.34433,1.964,1.066,1.31,0.711,,
4432,34.01491,-118.34497,1.964,1.066,1.309,0.711,,
4469,34.01514,-118.34621,1.964,1.066,1.309,0.711,,
4511,34.01544,-118.347,1.964,1.067,1.309,0.711,,
4627,34.01613,-118.34989,1.964,1.068,1.309,0.712,,
4672,34.01609,-118.35075,1.964,1.068,1.309,0.712,,
4746,34.01634,-118.35201,1.964,1.069,1.31,0.712,,
4824,34.01644,-118.35327,1.964,1.069,1.31,0.713,,
4825,34.01627,-118.35327,1.964,1.069,1.309,0.712,,
4868,34.01646,-118.35445,1.964,1.069,1.31,0.713,,
5508,34.17428,-118.37224,1.964,0.991,1.309,0.661,,
5637,34.17384,-118.3749,1.964,0.995,1.309,0.663,,
7591,34.01711,-118.41168,1.964,1.083,1.309,0.722,,
7787,34.01669,-118.41519,1.964,1.083,1.309,0.722,,
7788,34.01679,-118.41527,1.964,1.083,1.31,0.722,,
7991,34.01612,-118.42098,1.964,1.083,1.309,0.722,,
11838,34.2264,-118.58921,1.964,0.945,1.309,0.63,,
11857,34.22662,-118.59045,1.964,0.945,1.309,0.63,,
11907,34.16569,-118.59471,1.964,1.046,1.309,0.697,,
11948,34.2289,-118.60128,1.964,0.947,1.31,0.631,,
11965,34.22908,-118.60193,1.964,0.946,1.309,0.631,,
4344,34.01455,-118.34262,1.965,1.066,1.31,0.711,,
4356,34.01459,-118.34286,1.965,1.066,1.31,0.711,,
4415,34.01498,-118.34449,1.965,1.066,1.31,0.711,,
4420,34.01508,-118.34465,1.965,1.067,1.31,0.711,,
4426,34.01518,-118.34481,1.965,1.067,1.31,0.711,,
4467,34.01533,-118.34608,1.965,1.067,1.31,0.711,,
4495,34.01546,-118.34665,1.965,1.067,1.31,0.711,,
4530,34.01571,-118.34769,1.965,1.067,1.31,0.712,,
4543,34.01584,-118.3481,1.965,1.068,1.31,0.712,,
4582,34.01607,-118.34874,1.965,1.068,1.31,0.712,,
4601,34.01612,-118.3492,1.965,1.068,1.31,0.712,,
4782,34.01652,-118.35264,1.965,1.069,1.31,0.713,,
4827,34.01661,-118.35328,1.965,1.069,1.31,0.713,,
4837,34.01653,-118.35362,1.965,1.069,1.31,0.713,,
4896,34.01656,-118.35509,1.965,1.07,1.31,0.713,,
6491,34.19568,-118.38861,1.965,1.083,1.31,0.722,,
7257,34.0179,-118.40529,1.965,1.083,1.31,0.722,,
7557,34.01732,-118.411,1.965,1.083,1.31,0.722,,
7624,34.01712,-118.41231,1.965,1.083,1.31,0.722,,
7984,34.01634,-118.4207,1.965,1.084,1.31,0.723,,
7989,34.01625,-118.42086,1.965,1.083,1.31,0.722,,
11562,34.21678,-118.53564,1.965,0.947,1.31,0.631,,
11901,34.16605,-118.59432,1.965,1.047,1.31,0.698,,
11914,34.22782,-118.59638,1.965,0.947,1.31,0.632,,
4380,34.015,-118.34344,1.966,1.067,1.311,0.711,,
4386,34.01509,-118.34365,1.966,1.067,1.311,0.711,,
4567,34.01622,-118.34861,1.966,1.068,1.311,0.712,,
4613,34.01645,-118.34943,1.966,1.069,1.311,0.713,,
4614,34.01639,-118.34946,1.966,1.069,1.311,0.712,,
4685,34.01653,-118.35098,1.966,1.069,1.31,0.713,,
4724,34.01661,-118.35152,1.966,1.069,1.311,0.713,,
4821,34.01678,-118.35326,1.966,1.07,1.311,0.713,,
4846,34.01677,-118.35392,1.966,1.07,1.311,0.713,,
4865,34.01676,-118.35442,1.966,1.07,1.311,0.713,,
4897,34.01679,-118.3551,1.966,1.07,1.31,0.713,,
5459,34.17442,-118.37074,1.966,0.989,1.31,0.66,,
6532,34.19666,-118.39022,1.966,1.085,1.311,0.723,,
7274,34.01811,-118.40545,1.966,1.083,1.311,0.722,,
7326,34.01792,-118.40593,1.966,1.083,1.31,0.722,,
786,33.99634,-118.26777,1.967,1.048,1.311,0.699,,
4405,34.01544,-118.34419,1.967,1.068,1.312,0.712,,
4458,34.01566,-118.34579,1.967,1.068,1.311,0.712,,
4487,34.01591,-118.34644,1.967,1.068,1.311,0.712,,
4505,34.01597,-118.34688,1.967,1.068,1.311,0.712,,
4525,34.01624,-118.3476,1.967,1.069,1.312,0.713,,
4545,34.01641,-118.34816,1.967,1.069,1.312,0.713,,
4581,34.01647,-118.34871,1.967,1.069,1.311,0.713,,
4656,34.01687,-118.35051,1.967,1.07,1.312,0.713,,
4767,34.017,-118.35238,1.967,1.07,1.312,0.714,,
4793,34.017,-118.35278,1.967,1.07,1.312,0.714,,
4828,34.01694,-118.35331,1.967,1.07,1.311,0.714,,
4851,34.01703,-118.35395,1.967,1.071,1.311,0.714,,
4869,34.01694,-118.35446,1.967,1.07,1.311,0.714,,
4894,34.01697,-118.35508,1.967,1.071,1.311,0.714,,
4904,34.01712,-118.35522,1.967,1.071,1.312,0.714,,
6140,34.17317,-118.38139,1.967,1.013,1.311,0.675,,
6511,34.19632,-118.38928,1.967,1.086,1.311,0.724,,
7189,34.01822,-118.40471,1.967,1.084,1.311,0.722,,
7198,34.01832,-118.40479,1.967,1.084,1.312,0.723,,
7532,34.01759,-118.41054,1.967,1.084,1.311,0.723,,
7535,34.01769,-118.41062,1.967,1.084,1.312,0.723,,
7565,34.01759,-118.41122,1.967,1.084,1.311,0.723,,
8141,34.01633,-118.42357,1.967,1.085,1.311,0.723,,
11956,34.22921,-118.60161,1.967,0.948,1.311,0.632,,
1541,34.0035,-118.28761,1.968,1.052,1.312,0.701,,
1868,34.00504,-118.29246,1.968,1.053,1.312,0.702,,
4434,34.01578,-118.345,1.968,1.068,1.312,0.712,,
4452,34.01579,-118.34556,1.968,1.068,1.312,0.712,,
4482,34.01608,-118.34637,1.968,1.069,1.312,0.712,,
4554,34.01658,-118.34829,1.968,1.069,1.312,0.713,,
4558,34.01668,-118.34844,1.968,1.07,1.312,0.713,,
4644,34.01696,-118.35028,1.968,1.07,1.312,0.713,,
4667,34.01696,-118.35067,1.968,1.07,1.312,0.713,,
4693,34.01699,-118.35109,1.968,1.07,1.312,0.713,,
4702,34.01701,-118.3513,1.968,1.07,1.312,0.713,,
4739,34.01701,-118.3519,1.968,1.07,1.312,0.714,,
4754,34.017,-118.35209,1.968,1.07,1.312,0.714,,
5478,34.19014,-118.37113,1.968,1.1,1.312,0.733,,
5720,34.17339,-118.37653,1.968,0.998,1.312,0.665,,
7169,34.01845,-118.40428,1.968,1.084,1.312,0.723,,
7233,34.01848,-118.40491,1.968,1.085,1.312,0.723,,
7338,34.01827,-118.4062,1.968,1.085,1.312,0.723,,
7573,34.01774,-118.41136,1.968,1.085,1.312,0.723,,
7699,34.01742,-118.41362,1.968,1.085,1.312,0.723,,
7703,34.01753,-118.4137,1.968,1.085,1.312,0.724,,
9408,34.01442,-118.4468,1.968,1.088,1.312,0.725,,
4443,34.016,-118.3454,1.969,1.069,1.312,0.712,,
4456,34.01623,-118.34575,1.969,1.069,1.313,0.713,,
4480,34.01627,-118.34636,1.969,1.069,1.313,0.713,,
4566,34.01678,-118.3486,1.969,1.07,1.312,0.713,,
4585,34.01688,-118.34876,1.969,1.07,1.313,0.713,,
4612,34.01698,-118.34942,1.969,1.07,1.312,0.713,,
4695,34.0173,-118.35118,1.969,1.071,1.313,0.714,,
4703,34.01727,-118.35132,1.969,1.071,1.313,0.714,,
4762,34.0173,-118.35226,1.969,1.071,1.313,0.714,,
4902,34.01737,-118.35515,1.969,1.072,1.312,0.714,,
7118,34.01871,-118.40361,1.969,1.085,1.313,0.723,,
7308,34.01842,-118.40568,1.969,1.085,1.312,0.723,,
7315,34.01852,-118.40576,1.969,1.085,1.313,0.724,,
7343,34.01838,-118.40626,1.969,1.085,1.313,0.723,,
7577,34.01788,-118.41143,1.969,1.086,1.313,0.724,,
7621,34.0177,-118.41223,1.969,1.085,1.312,0.723,,
8078,34.01669,-118.42272,1.969,1.086,1.313,0.724,,
11970,34.22946,-118.60205,1.969,0.948,1.312,0.632,,
11978,34.22965,-118.60246,1.969,0.948,1.313,0.632,,
1582,34.00398,-118.2882,1.97,1.053,1.314,0.702,,
4465,34.01648,-118.34604,1.97,1.07,1.314,0.713,,
4502,34.0166,-118.3468,1.97,1.07,1.313,0.713,,
4635,34.01748,-118.35002,1.97,1.071,1.314,0.714,,
4691,34.0175,-118.35104,1.97,1.071,1.314,0.714,,
4718,34.01755,-118.35144,1.97,1.072,1.314,0.714,,
4731,34.01755,-118.35163,1.97,1.072,1.314,0.714,,
4734,34.01755,-118.35183,1.97,1.072,1.314,0.714,,
4748,34.01755,-118.35203,1.97,1.072,1.314,0.714,,
4761,34.01755,-118.35223,1.97,1.072,1.313,0.714,,
4800,34.01755,-118.35302,1.97,1.072,1.313,0.715,,
4811,34.01755,-118.35322,1.97,1.072,1.313,0.715,,
4832,34.01756,-118.35342,1.97,1.072,1.313,0.715,,
4855,34.0175,-118.35404,1.97,1.072,1.313,0.715,,
4864,34.01756,-118.35442,1.97,1.072,1.313,0.715,,
4872,34.01759,-118.35465,1.97,1.072,1.313,0.715,,
4887,34.01754,-118.35487,1.97,1.072,1.313,0.715,,
5064,34.07105,-118.36224,1.97,1.23,1.313,0.82,,
6563,34.19682,-118.39141,1.97,1.083,1.314,0.722,,
7125,34.01882,-118.4037,1.97,1.085,1.313,0.724,,
7240,34.01863,-118.40499,1.97,1.085,1.313,0.724,,
7549,34.01802,-118.41088,1.97,1.086,1.313,0.724,,
7625,34.01784,-118.41232,1.97,1.086,1.313,0.724,,
11255,34.19829,-118.48329,1.97,1.03,1.313,0.687,,
1569,34.00398,-118.28804,1.971,1.053,1.314,0.702,,
4491,34.01672,-118.34652,1.971,1.07,1.314,0.713,,
4546,34.0172,-118.34818,1.971,1.071,1.314,0.714,,
4665,34.01755,-118.35064,1.971,1.071,1.314,0.714,,
5541,34.01858,-118.37317,1.971,1.078,1.314,0.719,,
5601,34.17364,-118.37428,1.971,0.994,1.314,0.663,,
6106,34.19344,-118.38091,1.971,1.1,1.314,0.733,,
6519,34.19699,-118.38969,1.971,1.091,1.314,0.727,,
7095,34.01908,-118.40328,1.971,1.086,1.314,0.724,,
7248,34.01884,-118.40518,1.971,1.086,1.314,0.724,,
7518,34.01827,-118.41017,1.971,1.087,1.314,0.724,,
7555,34.01813,-118.41096,1.971,1.086,1.314,0.724,,
7623,34.01804,-118.41231,1.971,1.087,1.314,0.724,,
8176,34.01679,-118.42436,1.971,1.087,1.314,0.725,,
11870,34.22728,-118.59168,1.971,0.949,1.314,0.632,,
930,33.99993,-118.27352,1.972,1.051,1.315,0.701,,
4476,34.01679,-118.3463,1.972,1.07,1.314,0.714,,
4518,34.01722,-118.34735,1.972,1.071,1.315,0.714,,
6541,34.19728,-118.39054,1.972,1.09,1.315,0.727,,
6544,34.19728,-118.3907,1.972,1.089,1.315,0.726,,
6582,34.19683,-118.39197,1.972,1.081,1.315,0.721,,
6670,34.19452,-118.39402,1.972,1.064,1.315,0.709,,
7103,34.01919,-118.40337,1.972,1.087,1.315,0.725,,
7150,34.01917,-118.40396,1.972,1.087,1.315,0.725,,
7188,34.01897,-118.40464,1.972,1.087,1.314,0.724,,
7191,34.01908,-118.40473,1.972,1.087,1.315,0.725,,
7520,34.01837,-118.41025,1.972,1.087,1.314,0.725,,
7525,34.01848,-118.41034,1.972,1.088,1.315,0.725,,
7563,34.01836,-118.41114,1.972,1.087,1.315,0.725,,
7593,34.01829,-118.41177,1.972,1.087,1.315,0.725,,
11823,34.16588,-118.58802,1.972,1.05,1.315,0.7,,
4512,34.01728,-118.34705,1.973,1.071,1.315,0.714,,
4519,34.01741,-118.34747,1.973,1.072,1.315,0.714,,
4527,34.01751,-118.34763,1.973,1.072,1.316,0.715,,
5113,34.07108,-118.3626,1.973,1.232,1.315,0.822,,
6550,34.19731,-118.3909,1.973,1.089,1.315,0.726,,
7639,34.01826,-118.41265,1.973,1.088,1.315,0.725,,
7641,34.01837,-118.41272,1.973,1.088,1.316,0.726,,
7773,34.01812,-118.4148,1.973,1.088,1.315,0.726,,
8147,34.01715,-118.42377,1.973,1.089,1.315,0.726,,
11312,34.18743,-118.50086,1.973,1.033,1.315,0.689,,
11850,34.22717,-118.59013,1.973,0.949,1.316,0.633,,
11864,34.22732,-118.59097,1.973,0.95,1.316,0.633,,
11966,34.22971,-118.60195,1.973,0.949,1.315,0.633,,
4444,34.01701,-118.34544,1.974,1.071,1.316,0.714,,
4490,34.01732,-118.34649,1.974,1.072,1.316,0.714,,
4532,34.01761,-118.34779,1.974,1.072,1.316,0.715,,
4535,34.01771,-118.34795,1.974,1.072,1.316,0.715,,
4544,34.01781,-118.34811,1.974,1.072,1.316,0.715,,
4633,34.01825,-118.34996,1.974,1.073,1.316,0.715,,
6590,34.19699,-118.39235,1.974,1.081,1.316,0.721,,
7119,34.01952,-118.40362,1.974,1.088,1.316,0.726,,
7159,34.01942,-118.40413,1.974,1.088,1.316,0.725,,
7531,34.01869,-118.41052,1.974,1.088,1.316,0.726,,
7571,34.0186,-118.41135,1.974,1.089,1.316,0.726,,
8004,34.01751,-118.42139,1.974,1.089,1.316,0.726,,
8005,34.0176,-118.42152,1.974,1.09,1.316,0.726,,
11856,34.22728,-118.59045,1.974,0.95,1.316,0.633,,
11947,34.22958,-118.60128,1.974,0.95,1.316,0.634,,
4507,34.01761,-118.34691,1.975,1.072,1.317,0.715,,
4547,34.01791,-118.34819,1.975,1.073,1.316,0.715,,
4556,34.01802,-118.34839,1.975,1.073,1.317,0.715,,
4564,34.0181,-118.34858,1.975,1.073,1.317,0.715,,
4565,34.0181,-118.34858,1.975,1.073,1.317,0.715,,
4586,34.01815,-118.34877,1.975,1.073,1.317,0.715,,
4595,34.01821,-118.34902,1.975,1.073,1.317,0.715,,
4596,34.01821,-118.34902,1.975,1.073,1.317,0.715,,
5059,34.17577,-118.36203,1.975,1.014,1.316,0.676,,
5060,34.17577,-118.36203,1.975,1.014,1.316,0.676,,
5061,34.17577,-118.36203,1.975,1.014,1.316,0.676,,
5543,34.1736,-118.37324,1.975,0.993,1.317,0.662,,
6556,34.19756,-118.39111,1.975,1.09,1.317,0.727,,
6600,34.19728,-118.39253,1.975,1.083,1.317,0.722,,
6667,34.196,-118.39398,1.975,1.071,1.317,0.714,,
6679,34.19552,-118.39429,1.975,1.069,1.317,0.712,,
6680,34.19526,-118.39429,1.975,1.068,1.317,0.712,,
7071,34.01962,-118.40291,1.975,1.088,1.316,0.726,,
7165,34.01952,-118.40423,1.975,1.089,1.317,0.726,,
7488,34.01898,-118.40946,1.975,1.089,1.317,0.726,,
7514,34.01888,-118.41012,1.975,1.089,1.317,0.726,,
7533,34.0188,-118.4106,1.975,1.089,1.317,0.726,,
7613,34.01873,-118.41211,1.975,1.089,1.317,0.726,,
11244,34.20275,-118.48298,1.975,1.009,1.317,0.673,,
11573,34.17818,-118.53633,1.975,1.033,1.317,0.689,,
3052,34.01013,-118.30909,1.976,1.06,1.317,0.707,,
4141,34.01479,-118.33354,1.976,1.068,1.318,0.712,,
4524,34.01803,-118.3476,1.976,1.073,1.317,0.715,,
5703,34.17311,-118.37599,1.976,0.997,1.317,0.665,,
5952,34.19331,-118.37941,1.976,1.106,1.318,0.737,,
6619,34.19729,-118.39285,1.976,1.082,1.317,0.721,,
6701,34.19468,-118.39463,1.976,1.065,1.318,0.71,,
6706,34.19425,-118.39469,1.976,1.063,1.318,0.709,,
7491,34.01906,-118.40953,1.976,1.089,1.317,0.726,,
8013,34.01776,-118.42164,1.976,1.09,1.317,0.727,,
11277,34.19295,-118.49189,1.976,1.031,1.317,0.687,,
11964,34.22989,-118.60193,1.976,0.95,1.317,0.634,,
4152,34.01497,-118.33373,1.977,1.069,1.318,0.712,,
4557,34.01842,-118.34841,1.977,1.074,1.318,0.716,,
5186,34.07074,-118.36354,1.977,1.241,1.318,0.828,,
6640,34.19728,-118.39343,1.977,1.08,1.318,0.72,,
7084,34.01996,-118.40308,1.977,1.09,1.318,0.727,,
7658,34.01882,-118.41309,1.977,1.09,1.318,0.727,,
7659,34.01882,-118.41309,1.977,1.09,1.318,0.727,,
11248,34.19797,-118.4831,1.977,1.034,1.318,0.689,,
3380,34.01118,-118.31344,1.978,1.062,1.318,0.708,,
4156,34.01519,-118.33383,1.978,1.069,1.319,0.713,,
4521,34.01835,-118.34754,1.978,1.074,1.318,0.716,,
6606,34.19786,-118.39262,1.978,1.086,1.319,0.724,,
6617,34.19783,-118.39284,1.978,1.085,1.319,0.724,,
6655,34.19783,-118.39375,1.978,1.081,1.319,0.721,,
6702,34.19651,-118.39464,1.978,1.072,1.319,0.715,,
7006,34.0203,-118.40155,1.978,1.09,1.319,0.727,,
7554,34.01925,-118.41095,1.978,1.091,1.319,0.727,,
7629,34.01911,-118.4124,1.978,1.091,1.319,0.727,,
7668,34.01904,-118.41326,1.978,1.091,1.319,0.728,,
8014,34.01809,-118.4217,1.978,1.092,1.319,0.728,,
11955,34.22985,-118.60133,1.978,0.952,1.319,0.634,,
11961,34.23005,-118.60191,1.978,0.951,1.319,0.634,,
4150,34.01532,-118.33362,1.979,1.07,1.319,0.713,,
5591,34.17332,-118.37409,1.979,0.994,1.319,0.663,,
6518,34.19784,-118.38968,1.979,1.1,1.32,0.733,,
6726,34.19728,-118.39501,1.979,1.074,1.319,0.716,,
6729,34.19453,-118.39509,1.979,1.064,1.32,0.71,,
6736,34.19728,-118.39519,1.979,1.073,1.32,0.716,,
7376,34.01982,-118.40696,1.979,1.091,1.319,0.727,,
7600,34.01924,-118.4119,1.979,1.091,1.319,0.728,,
7635,34.01927,-118.41253,1.979,1.092,1.32,0.728,,
8016,34.01823,-118.42181,1.979,1.092,1.319,0.728,,
4153,34.01555,-118.33375,1.98,1.07,1.32,0.713,,
7509,34.01961,-118.40992,1.98,1.092,1.32,0.728,,
7677,34.01924,-118.41341,1.98,1.092,1.32,0.728,,
8026,34.01837,-118.42192,1.98,1.093,1.32,0.729,,
11276,34.19267,-118.49182,1.98,1.034,1.32,0.689,,
11960,34.23022,-118.60191,1.98,0.952,1.32,0.635,,
11977,34.23043,-118.60244,1.98,0.952,1.32,0.635,,
776,33.999,-118.26688,1.981,1.054,1.32,0.703,,
4149,34.01569,-118.33362,1.981,1.071,1.321,0.714,,
4493,34.01886,-118.34658,1.981,1.075,1.321,0.717,,
5553,34.17332,-118.37333,1.981,0.993,1.321,0.662,,
5633,34.17305,-118.37488,1.981,0.996,1.321,0.664,,
6991,34.19995,-118.40139,1.981,1.054,1.321,0.703,,
6999,34.0208,-118.40143,1.981,1.092,1.321,0.728,,
7017,34.02068,-118.40186,1.981,1.092,1.32,0.728,,
7388,34.02012,-118.40717,1.981,1.093,1.321,0.728,,
7543,34.01972,-118.41075,1.981,1.093,1.321,0.729,,
7612,34.01958,-118.41211,1.981,1.093,1.321,0.729,,
8029,34.0185,-118.42204,1.981,1.094,1.321,0.729,,
566,33.99344,-118.25176,1.982,1.053,1.321,0.702,,
1517,34.00536,-118.28716,1.982,1.058,1.321,0.706,,
4155,34.01591,-118.33378,1.982,1.071,1.321,0.714,,
5497,34.17359,-118.37165,1.982,0.991,1.321,0.661,,
6766,34.19534,-118.39571,1.982,1.067,1.322,0.711,,
7242,34.02048,-118.40504,1.982,1.093,1.321,0.729,,
7246,34.02057,-118.40514,1.982,1.093,1.322,0.729,,
7394,34.0203,-118.40731,1.982,1.093,1.322,0.729,,
7651,34.01957,-118.41296,1.982,1.093,1.321,0.729,,
7701,34.01956,-118.41367,1.982,1.094,1.321,0.729,,
8041,34.01864,-118.42214,1.982,1.094,1.321,0.729,,
1669,34.00615,-118.2891,1.983,1.059,1.322,0.706,,
4161,34.01611,-118.33392,1.983,1.072,1.322,0.714,,
4735,34.07027,-118.35184,1.983,1.166,1.322,0.778,,
5151,34.17522,-118.363,1.983,1.01,1.322,0.674,,
5419,34.19054,-118.36993,1.983,1.11,1.322,0.74,,
7289,34.02058,-118.40554,1.983,1.094,1.322,0.729,,
7516,34.02015,-118.41016,1.983,1.094,1.322,0.73,,
11959,34.23039,-118.60191,1.983,0.953,1.322,0.636,,
4154,34.01627,-118.33376,1.984,1.072,1.323,0.715,,
7332,34.0207,-118.4061,1.984,1.094,1.323,0.73,,
7367,34.02068,-118.40671,1.984,1.095,1.323,0.73,,
7609,34.02007,-118.41203,1.984,1.095,1.323,0.73,,
7610,34.02007,-118.41203,1.984,1.095,1.323,0.73,,
7654,34.01985,-118.41301,1.984,1.095,1.322,0.73,,
11260,34.20406,-118.48403,1.984,1.002,1.323,0.668,,
11274,34.1924,-118.49181,1.984,1.036,1.323,0.691,,
11825,34.22763,-118.58881,1.984,0.954,1.323,0.636,,
813,34.00039,-118.26868,1.985,1.056,1.323,0.704,,
4148,34.01642,-118.33362,1.985,1.072,1.323,0.715,,
5220,34.07083,-118.36439,1.985,1.246,1.323,0.831,,
6767,34.19344,-118.39571,1.985,1.062,1.323,0.708,,
7196,34.02098,-118.40477,1.985,1.095,1.323,0.73,,
7341,34.02082,-118.40621,1.985,1.095,1.323,0.73,,
7407,34.0206,-118.40765,1.985,1.095,1.323,0.73,,
7634,34.02006,-118.41249,1.985,1.095,1.323,0.73,,
11575,34.17776,-118.53645,1.985,1.037,1.323,0.692,,
2403,34.01037,-118.30051,1.986,1.062,1.324,0.708,,
4147,34.0166,-118.33362,1.986,1.073,1.324,0.715,,
6577,34.18193,-118.39181,1.986,1.056,1.324,0.704,,
7167,34.02126,-118.40425,1.986,1.096,1.324,0.73,,
7279,34.02104,-118.40547,1.986,1.095,1.324,0.73,,
7345,34.02094,-118.40629,1.986,1.095,1.324,0.73,,
7684,34.02017,-118.41342,1.986,1.096,1.324,0.731,,
11259,34.20421,-118.48403,1.986,1.001,1.324,0.667,,
11963,34.23062,-118.60192,1.986,0.955,1.324,0.636,,
4146,34.01678,-118.33362,1.987,1.073,1.325,0.716,,
5070,34.07251,-118.36226,1.987,1.217,1.325,0.811,,
6457,34.1746,-118.38741,1.987,1.052,1.325,0.701,,
7116,34.02146,-118.40359,1.987,1.096,1.325,0.731,,
7349,34.02107,-118.40635,1.987,1.096,1.324,0.731,,
7357,34.02117,-118.40648,1.987,1.096,1.325,0.731,,
7380,34.02096,-118.40705,1.987,1.096,1.324,0.731,,
7386,34.02106,-118.40716,1.987,1.096,1.325,0.731,,
7601,34.02046,-118.41191,1.987,1.096,1.325,0.731,,
8206,34.019,-118.42526,1.987,1.097,1.325,0.732,,
4145,34.01696,-118.33362,1.988,1.074,1.325,0.716,,
4157,34.01701,-118.33392,1.988,1.074,1.325,0.716,,
4158,34.017,-118.33392,1.988,1.074,1.325,0.716,,
4159,34.017,-118.33392,1.988,1.074,1.325,0.716,,
4160,34.01699,-118.33392,1.988,1.074,1.325,0.716,,
5235,34.07083,-118.36474,1.988,1.248,1.325,0.832,,
5416,34.19081,-118.36991,1.988,1.114,1.326,0.743,,
7124,34.02158,-118.40368,1.988,1.097,1.325,0.731,,
7171,34.02153,-118.40438,1.988,1.097,1.325,0.731,,
7314,34.02138,-118.40574,1.988,1.097,1.326,0.731,,
7360,34.0213,-118.40653,1.988,1.097,1.326,0.731,,
7527,34.0208,-118.41046,1.988,1.097,1.325,0.731,,
7642,34.02058,-118.41273,1.988,1.097,1.326,0.732,,
7657,34.02048,-118.41306,1.988,1.097,1.325,0.731,,
7693,34.02042,-118.4135,1.988,1.097,1.325,0.731,,
7987,34.01965,-118.42082,1.988,1.098,1.325,0.732,,
626,33.99733,-118.2582,1.989,1.057,1.326,0.705,,
629,33.99732,-118.25841,1.989,1.057,1.326,0.704,,
4144,34.01714,-118.33362,1.989,1.074,1.326,0.716,,
